chemical	alias	source
CID000003385	Fluorouracil Monopotassium Salt	845 Comparative_Toxicogenomics_Database
CID000003385	Fluorouracil Monosodium Salt	845 Comparative_Toxicogenomics_Database
CID000003385	Fluorouracil Potassium Salt	845 Comparative_Toxicogenomics_Database
CID000003385	Fluorouracil Teva Brand	845 Comparative_Toxicogenomics_Database
CID000003385	Fluorouracil [USAN:INN:BAN:JAN]	845 LeadScope
CID000003385	Fluorouracil sodium	ChemIDplus
CID000003385	Fluorouracil sodium salt	KEGG
CID000003385	Fluorouracil, 5-	845 EPA_DSSTox
CID000003385	Fluorouracil-GRY	845 Comparative_Toxicogenomics_Database
CID000003385	Fluorouracile	845 ChemIDplus
CID000003385	Fluorouracile Dakota	845 Comparative_Toxicogenomics_Database
CID000003385	Fluorouracile [DCIT]	845 ChemIDplus LeadScope
CID000003385	Fluorouracilo	845 ChemIDplus
CID000003385	Fluorouracilo Ferrer Far	845 Comparative_Toxicogenomics_Database
CID000003385	Fluorouracilo [INN-Spanish]	845 ChemIDplus LeadScope
CID000003385	Fluorouracilum	845 ChemIDplus LeadScope
CID000003385	Fluorouracilum [INN-Latin]	845 ChemIDplus LeadScope
CID000003385	Fluoruracil	845 Comparative_Toxicogenomics_Database LeadScope
CID000003385	Fluracedyl	845 Comparative_Toxicogenomics_Database
CID000003385	Fluracil	1052 845 BIND ChEMBL ChemIDplus DTP/NCI DrugBank LeadScope
CID000003385	Fluracilum	1052 845 BIND ChemIDplus DrugBank LeadScope
CID000003385	Fluri	1052 845 DTP/NCI DrugBank
CID000003385	Fluril	1052 845 BIND ChemIDplus DTP/NCI DrugBank LeadScope
CID000003385	Fluro uracil	1052 845 BIND ChemIDplus DrugBank LeadScope
CID000003385	Fluroblastin	845 ChemIDplus LeadScope
CID000003385	Flurodex	845 Comparative_Toxicogenomics_Database
CID000003385	Ftoruracil	1052 845 BIND DrugBank
CID000003385	Gry Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	HMS1920O18	845 ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000003385	HMS2090I04	845 ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000003385	HMS2091F19	845 ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000003385	HMS3259O03	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000003385	HMS3261L13	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000003385	HMS500C16	845 ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000003385	HSDB 3228	845 ChemIDplus LeadScope
CID000003385	Haemato Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	Haemato fu	845 Comparative_Toxicogenomics_Database
CID000003385	Haemato-fu	845 Comparative_Toxicogenomics_Database
CID000003385	Hexal Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	I07-0022	845 IS_Chemical_Technology
CID000003385	ICN Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	IDI1_000054	845 ChemBank
CID000003385	IN1335	845 HDH_Pharma
CID000003385	KBio1_000054	845 ChemBank
CID000003385	KBio2_001321	845 ChemBank
CID000003385	KBio2_003889	845 ChemBank
CID000003385	KBio2_006457	845 ChemBank
CID000003385	KBio3_001268	845 ChemBank
CID000003385	KBioGR_001253	845 ChemBank
CID000003385	KBioSS_001321	845 ChemBank
CID000003385	Kecimeton	1052 845 BIND ChemIDplus DTP/NCI DrugBank LeadScope
CID000003385	LP00536	1102
CID000003385	LS-153	845 LeadScope
CID000003385	Lopac-F-6627	845 NCGC
CID000003385	Lopac0_000536	845 ChemBank
CID000003385	MLS000069498	845 MLSMR
CID000003385	MLS002415705	845 MLSMR
CID000003385	MolPort-000-156-102	845
CID000003385	MolPort-003-990-447	845
CID000003385	MolPort-004-758-143	845
CID000003385	MolPort-004-758-144	845
CID000003385	MolPort-005-861-486	845 MolPort
CID000003385	NCGC00015442-01	845 NCGC
CID000003385	NCGC00015442-02	824 NCGC
CID000003385	NCGC00015442-03	845 NCGC
CID000003385	NCGC00015442-04	NCGC
CID000003385	NCGC00015442-05	NCGC
CID000003385	NCGC00015442-06	NCGC
CID000003385	NCGC00015442-07	NCGC
CID000003385	NCGC00015442-08	NCGC
CID000003385	NCGC00015442-09	NCGC
CID000003385	NCGC00015442-10	845 NCGC
CID000003385	NCGC00015442-11	NCGC
CID000003385	NCGC00015442-12	NCGC
CID000003385	NCGC00091349-01	845 NCGC
CID000003385	NCGC00091349-02	845 NCGC
CID000003385	NCGC00091349-03	845 NCGC
CID000003385	NCGC00091349-04	845 NCGC
CID000003385	NCGC00091349-05	845 NCGC
CID000003385	NCGC00091349-07	845 NCGC
CID000003385	NCGC00091349-08	845 NCGC
CID000003385	NCGC00254023-01	824
CID000003385	NCGC00259884-01	824
CID000003385	NCI60_001652	845 ChemBank
CID000003385	NINDS_000054	845 ChemBank
CID000003385	NSC 19893	845 ChemIDplus DTP/NCI LeadScope
CID000003385	NSC-19893	845 ChemIDplus DTP/NCI LeadScope
CID000003385	NSC-757036	DTP/NCI
CID000003385	NSC19893	845 DTP/NCI NIAID
CID000003385	NSC757036	DTP/NCI
CID000003385	Neocorp Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	Neofluor	845 Comparative_Toxicogenomics_Database
CID000003385	Onkofluor	845 Comparative_Toxicogenomics_Database
CID000003385	Onkoworks Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	Pharmakon1600-01500305	DTP/NCI
CID000003385	Phthoruracil	1052 845 BIND ChemIDplus DrugBank LeadScope
CID000003385	Phtoruracil	1052 845 BIND DrugBank
CID000003385	Queroplex	1052 845 BIND ChemIDplus DrugBank LeadScope
CID000003385	Ribofluor	845 Comparative_Toxicogenomics_Database
CID000003385	Riemser Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	Ro 2-9757	845 ChEMBL ChemIDplus DTP/NCI LeadScope NIAID
CID000003385	Ro-2-9757	845 BIND ChEMBL
CID000003385	Roche Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	S1209_Selleck	845 Selleck_Chemicals
CID000003385	SAM002264615	845 NIH_Clinical_Collection
CID000003385	SBB085751	765
CID000003385	SMR000038082	845 MLSMR
CID000003385	SPBio_000291	845 ChemBank
CID000003385	SPECTRUM1500305	845 Emory_University_Molecular_Libraries_Screening_Center
CID000003385	ST45025877	765
CID000003385	STK297802	845 Vitas-M_Laboratory
CID000003385	Sodium 5-fluoro-4-oxo-3H-pyrimidin-2-olate	NextBio
CID000003385	Sodium fluorouracil	ChemIDplus
CID000003385	Spectrum2_000076	845 ChemBank
CID000003385	Spectrum3_000434	845 ChemBank
CID000003385	Spectrum4_000557	845 ChemBank
CID000003385	Spectrum5_000718	845 ChemBank
CID000003385	Spectrum_000841	845 ChemBank
CID000003385	SureCN2445480	992
CID000003385	SureCN249289	992
CID000003385	SureCN3646	992
CID000003385	SureCN592897	992
CID000003385	T5233394	822 845 Ambinter
CID000003385	TL8006093	845 Hangzhou_Trylead_Chemical_Technology
CID000003385	Teva Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	Timazin	1052 845 BIND ChemIDplus DTP/NCI DrugBank LeadScope
CID000003385	Tox21_110150	824
CID000003385	Tox21_202335	824
CID000003385	Tox21_300112	824
CID000003385	U 8953	845 BIND
CID000003385	U-8953	845 ChemIDplus DTP/NCI LeadScope
CID000003385	UNII-PM476L7O8G	ChemIDplus
CID000003385	UNII-U3P01618RT	845 ChemIDplus
CID000003385	UPCMLD-DP130	845 SRMLSC
CID000003385	UPCMLD-DP130:001	845 CC_PMLSC
CID000003385	URF	1052 845 DrugBank MMDB SMID
CID000003385	Ulup	1052 845 ChemIDplus DTP/NCI DrugBank LeadScope
CID000003385	Uracil, 5-fluoro-	845 ChemIDplus DTP/NCI LeadScope
CID000003385	W-60379	869
CID000003385	WLN: T6MVMVJ EF	845 DTP/NCI
CID000003385	ZINC00897110	845
CID000003385	ZINC38212689	ZINC
CID000003385	biosyn Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	calcium;5-fluoranylpyrimidine-2,4-diolate	IUPAC
CID000003385	calcium;5-fluoropyrimidine-2,4-diolate	IUPAC
CID000003385	inhibits thymilidate synthetase	845 NINDS_Approved_Drug_Screening_Program
CID000003385	medac Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	nchembio.90-comp3	845
CID000003385	nchembio809-comp6	845
CID000003385	potassium;5-fluoro-2-keto-1H-pyrimidin-6-olate	IUPAC
CID000003385	potassium;5-fluoro-2-oxo-1H-pyrimidin-6-olate	IUPAC
CID000003385	ribosepharm Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	sodium;5-fluoranyl-1H-pyrimidin-3-ide-2,4-dione	IUPAC
CID000003385	sodium;5-fluoro-1H-pyrimidin-3-ide-2,4-dione	IUPAC
CID000003385	sodium;5-fluoro-1H-pyrimidin-3-ide-2,4-quinone	IUPAC
CID000003385	sodium;5-fluoro-6-keto-1H-pyrimidin-2-olate	IUPAC
CID000003385	sodium;5-fluoro-6-oxo-1H-pyrimidin-2-olate	IUPAC
CID000003385	tetratogen	845
CID000003461	2',2'-Difluoro-2'-deoxycytidine hydrochloride	805
CID000003461	3'-Epi Gemcitabine (Gemcitabine Impurity)	1096
CID000003461	A804845	813
CID000003461	AC1L1FZN	708
CID000003461	AC1L78UZ	708
CID000003461	AC1NEKD8	708
CID000003461	AKOS015892326	AKos_Consulting_&_Solutions
CID000003461	AKOS015895121	AKos_Consulting_&_Solutions
CID000003461	CID3461	NextBio
CID000003461	CID356653	NextBio
CID000003461	CID4618764	NextBio
CID000003461	CTK8F1204	1096
CID000003461	Gemcitabine free base	DTP/NCI
CID000003461	Gemzar (Lilly)	DTP/NCI
CID000003461	I03-00100	IS_Chemical_Technology
CID000003461	I06-0359	IS_Chemical_Technology
CID000003461	MolPort-019-918-649	MolPort
CID000003461	NCI60_004898	ChemBank
CID000003461	NSC-613327	DTP/NCI
CID000003461	NSC-750927	DTP/NCI
CID000003461	NSC613327	DTP/NCI
CID000003461	NSC750927	DTP/NCI
CID000003461	Neuro_000239	ChemBank
CID000003461	SBB065676	Ambinter
CID000003461	SBB066109	Ambinter
CID000003461	SureCN6685259	992
CID000003461	SureCN94960	992
CID000003461	ZINC00006532	Abbott_Labs
CID000043806	((1R,2R)-2-Aminocyclohexyl)amine	1052
CID000043806	(+/-)-trans-1,2-Cyclohexanediamine	Sigma-Aldrich
CID000043806	(+/-)-trans-1,2-Diaminocyclohexane	814 Sigma-Aldrich
CID000043806	(-)-(1R,2R)-1,2-Cyclohexanediamine	1052
CID000043806	(-)-(1R,2R)-Diaminocyclohexane	1052
CID000043806	(-)-(1R,2R)Cyclohexanediamine	1052
CID000043806	(-)-trans-1,2-Cyclohexanediamine	1052
CID000043806	(-)-trans-1,2-Diaminocyclohexane	1052
CID000043806	(1R)-trans-1,2-Cyclohexanediamine	1052 732 Sigma-Aldrich
CID000043806	(1R)-trans-1,2-Diaminocyclohexane L-Tartrate	TCI_(Tokyo_Chemical_Industry)
CID000043806	(1R,2R)-(+)-1,2-Cyclohexanediamine L-Tartrate	1046 1096 TCI_(Tokyo_Chemical_Industry)
CID000043806	(1R,2R)-(+)-Cyclohexane-1,2-diamine L-tartrate	956
CID000043806	(1R,2R)-(-)-1,2-Cyclohexanediamine	1052 731 TCI_(Tokyo_Chemical_Industry)
CID000043806	(1R,2R)-(-)-1,2-Diaminocyclohexane	1046 1052 1088 1096 731 814 869 881 922 925 926 956 967 Hangzhou_APIChem_Technology Jamson_Pharmachem_Technology Sigma-Aldrich
CID000043806	(1R,2R)-(-)-Diaminocyclohexane	1052
CID000043806	(1R,2R)-1,2-Cyclohexanediamine	1052
CID000043806	(1R,2R)-1,2-Diaminocyclohexane D-tartrate,	926
CID000043806	(1R,2R)-1,2-trans-Cyclohexanediamine	1052
CID000043806	(1R,2R)-Cyclohexane-1,2-diamine L-tartrate	1081
CID000043806	(1R,2R)-Cyclohexanediamine	1052
CID000043806	(1R,2R)-cyclohexane-1,2-diamine Hydrochloride	NextBio
CID000043806	(1R,2R)-cyclohexane-1,2-diamine dihydrochloride	708
CID000043806	(1R,2R)-cyclohexane-1,2-diamine;dihydrochloride	IUPAC
CID000043806	(1R,2R)-cyclohexane-1,2-diamine;ethanoic acid	IUPAC
CID000043806	(1R,2R)-cyclohexane-1,2-diamine;hydrochloride	IUPAC
CID000043806	(1R,2R)-cyclohexane-1,2-diamine;maleic acid	IUPAC
CID000043806	(1R,2R)-cyclohexane-1,2-diamine;sulfuric acid	IUPAC
CID000043806	(1R,2R)-trans-1,2-Diaminocyclohexane	1052
CID000043806	(1R,2R)-trans-Cyclohexane-1,2-diamine.	1052
CID000043806	(1R,2R)cyclohexane-1,2-diamine	765
CID000043806	(1R-trans)-1,2-Cyclohexanediamine	1052
CID000043806	(1S)-trans-1,2-Diaminocyclohexane D-Tartrate	TCI_(Tokyo_Chemical_Industry)
CID000043806	(1r)-(-)-trans-1,2-diaminocyclohexane	731 TCI_(Tokyo_Chemical_Industry)
CID000043806	(1r,2r)-(+)-1,2-diaminocyclohexane l-tartrate	1052 1088 869 881 926 Sigma-Aldrich
CID000043806	(1r,2r)-(-)-1,2-diamino cyclohexane	731
CID000043806	(1r,2r)-(-)1,2-diaminocyclohexane	731
CID000043806	(1r,2r)-1,2-diaminocyclohexane	1052 1081 731
CID000043806	(1r,2r)-1,2-diaminocyclohexane d-tartrate	1046 1081
CID000043806	(1r,2r)-cyclohexane-1,2-diamine	708 731 760 813 814 Hangzhou_Trylead_Chemical_Technology IUPAC
CID000043806	(1r,2r)-diaminocyclohexane	1052 731
CID000043806	(R,R)-(-)-1,2-Diaminocyclohexane	731
CID000043806	(R,R)-(-)-1,2-Diaminocyclohexane Hydrochloride	1096 731
CID000043806	(R,r)-1,2-diaminocyclohexane hydrochloride	1081
CID000043806	(r,r)-(-)-1,2-diaminocyclohexane hcl	731
CID000043806	1,2-Cyclohexanediamine dihydrochloride, trans	NIST_Chemistry_WebBook
CID000043806	103258-EP2301921A1	826
CID000043806	1r,2r-Diaminocyclohexane	MMDB SMID
CID000043806	270016_ALDRICH	Sigma-Aldrich
CID000043806	32846_FLUKA	Sigma-Aldrich
CID000043806	346721_ALDRICH	Sigma-Aldrich
CID000043806	416932_ALDRICH	Sigma-Aldrich
CID000043806	67254-EP2298774A1	826
CID000043806	67254-EP2301926A1	826
CID000043806	67254-EP2308839A1	826
CID000043806	75594-EP2289894A2	826
CID000043806	75594-EP2308880A1	826
CID000043806	77300-EP2272813A2	826
CID000043806	77300-EP2275395A2	826
CID000043806	77300-EP2308849A1	826
CID000043806	A-1963	926
CID000043806	A-5218	926
CID000043806	A802491	813
CID000043806	A814560	813
CID000043806	AB1001183	732
CID000043806	AB1003784	732
CID000043806	AC-6758	Hangzhou_APIChem_Technology
CID000043806	AC1L2AK3	708
CID000043806	AC1O5D4V	708
CID000043806	AC1OCGCB	708
CID000043806	ACN-S003608	881
CID000043806	ACN-S003811	881
CID000043806	AG-E-49877	760
CID000043806	AG-F-06954	940
CID000043806	AG-K-71560	940
CID000043806	AG-L-20469	940
CID000043806	AK-49548	922
CID000043806	AK-49760	922
CID000043806	AK-64813	922
CID000043806	AK110133	922
CID000043806	AKOS005145909	AKos_Consulting_&_Solutions
CID000043806	AKOS015854170	AKos_Consulting_&_Solutions
CID000043806	AKOS015895028	AKos_Consulting_&_Solutions
CID000043806	AKOS015902075	AKos_Consulting_&_Solutions
CID000043806	AKOS015909219	AKos_Consulting_&_Solutions
CID000043806	AKOS015968885	AKos_Consulting_&_Solutions
CID000043806	AM20070468	956
CID000043806	AM20120598	956
CID000043806	ANW-16390	1046
CID000043806	ANW-16966	1046
CID000043806	ANW-29232	1046
CID000043806	BP-10074	869
CID000043806	BP-30025	869
CID000043806	CB11422	967
CID000043806	CB11553	967
CID000043806	CID11161366	NextBio
CID000043806	CID11230839	NextBio
CID000043806	CID11448443	NextBio
CID000043806	CID11651178	NextBio
CID000043806	CID11658989	NextBio
CID000043806	CID11817910	NextBio
CID000043806	CID43806	NextBio
CID000043806	CID6431861	NextBio
CID000043806	CID6919135	NextBio
CID000043806	CTK1A1902	1096
CID000043806	CTK1C1546	1096
CID000043806	CTK4A9777	1096
CID000043806	CTK8E2820	1096
CID000043806	Dnh	MMDB NextBio SMID
CID000043806	FR-0020	R&D_Chemicals
CID000043806	I05-637	IS_Chemical_Technology
CID000043806	I06-1279	IS_Chemical_Technology
CID000043806	I14-33388	IS_Chemical_Technology
CID000043806	I14-9842	IS_Chemical_Technology
CID000043806	Jsp000922	Jamson_Pharmachem_Technology
CID000043806	Jsp004179	Jamson_Pharmachem_Technology
CID000043806	KB-00414	1081
CID000043806	KB-00415	1081
CID000043806	KB-00431	1081
CID000043806	KB-03482	1081
CID000043806	M-1475	926
CID000043806	MolPort-002-317-340	MolPort
CID000043806	MolPort-002-499-289	MolPort
CID000043806	MolPort-003-932-360	MolPort
CID000043806	MolPort-015-143-777	MolPort
CID000043806	PubChem17364	925
CID000043806	PubChem5751	925
CID000043806	SBB007639	765 Ambinter
CID000043806	SBB067123	Ambinter
CID000043806	SSJXIUAHEKJCMH-PHDIDXHHSA-	NMRShiftDB
CID000043806	ST51038317	765
CID000043806	SureCN1470896	992
CID000043806	SureCN293988	992
CID000043806	SureCN3016758	992
CID000043806	SureCN3016759	992
CID000043806	SureCN3390329	992
CID000043806	SureCN503418	992
CID000043806	SureCN6929104	992
CID000043806	SureCN73951	992
CID000043806	SureCN7747616	992
CID000043806	SureCN8369185	992
CID000043806	SureCN8692951	992
CID000043806	SureCN917417	992
CID000043806	SureCN918361	992
CID000043806	TL8001695	Hangzhou_Trylead_Chemical_Technology
CID000043806	V1339	1088
CID000043806	X6009	1088
CID000043806	ZINC38174297	ZINC
CID000043806	[(1R,2R)-2-aminocyclohexyl]amine	IUPAC
CID000043806	[(1R,2R)-2-aminocyclohexyl]amine;dihydrochloride	IUPAC
CID000043806	[(1R,2R)-2-aminocyclohexyl]amine;hydrochloride	IUPAC
CID000043806	[(1R,2R)-2-aminocyclohexyl]amine;maleic acid	IUPAC
CID000043806	[(1R,2R)-2-aminocyclohexyl]amine;sulfuric acid	IUPAC
CID000043806	[(1R,2R)-2-aminocyclohexyl]amine;tartaric acid	IUPAC
CID000043806	[(1R,2R)-2-ammoniocyclohexyl]ammonium	IUPAC
CID000043806	[(1R,2R)-2-ammoniocyclohexyl]ammonium;dichloride	IUPAC
CID000043806	[(1R,2R)-2-ammoniocyclohexyl]ammonium;tartrate	IUPAC
CID000043806	[(1R,2R)-2-azaniumylcyclohexyl]ammonium	IUPAC
CID000043806	[(1R,2R)-2-azaniumylcyclohexyl]azanium	708 IUPAC
CID000043806	[(1R,2R)-2-azaniumylcyclohexyl]azanium;dichloride	IUPAC
CID000043806	acetic acid;(1R,2R)-cyclohexane-1,2-diamine	IUPAC
CID000043806	acetic acid;[(1R,2R)-2-aminocyclohexyl]amine	IUPAC
CID000043806	r-dach	731
CID000043806	rr-diaminocyclohexane	731
CID000043806	trans-1,2-Cyclohexanediamine	826 Jamson_Pharmachem_Technology R&D_Chemicals TCI_(Tokyo_Chemical_Industry)
CID000043806	trans-1,2-diaminocyclohexane	1088 826 TCI_(Tokyo_Chemical_Industry)
CID000043806	trans-cyclohexane-1,2-diamine	826 922
CID000043806	transcyclohexane 1,2-diamine	826
CID000441276	AKOS015894977	AKos_Consulting_&_Solutions
CID000441276	AKOS015960460	AKos_Consulting_&_Solutions
CID000441276	Abraxane (TN)	KEGG
CID000441276	C07394	KEGG
CID000441276	CCG-40266	Center_for_Chemical_Genomics,_University_of_Michigan
CID000441276	CHEMBL48	ChEMBL
CID000441276	D00491	KEGG
CID000441276	LP01201	1102
CID000441276	NCGC00024995-08	NCGC
CID000441276	NCGC00024995-09	NCGC
CID000441276	NSC-758645	DTP/NCI
CID000441276	NSC758645	DTP/NCI
CID000441276	Nov-Onxol	1052
CID000441276	Onxol, Taxol, Nov-Onxol, Paclitaxel	Selleck_Chemicals
CID000441276	Paclitaxe-Supplied by Selleck Chemicals	Selleck_Chemicals
CID000441276	Paclitaxel	1088 814 ChEMBL Circadian_Research,_Kay_Laboratory,_University_of_California_at_San_Diego_(UCSD) DTP/NCI Hangzhou_APIChem_Technology KEGG LipidMAPS NINDS_Approved_Drug_Screening_Program Selleck_Chemicals TCI_(Tokyo_Chemical_Industry)
CID000441276	Paclitaxel (JAN/USP/INN)	KEGG
CID000441276	Paclitaxel - Taxol	914
CID000441276	Pharmakon1600-01503908	DTP/NCI
CID000441276	SureCN788187	992
CID000441276	Taxol (TN)	KEGG
CID000005311	18F-SAHA	Comparative_Toxicogenomics_Database
CID000005311	18F-suberoylanilide hydroxamic acid	Comparative_Toxicogenomics_Database
CID000005311	1zz1	845 Shanghai_Institute_of_Organic_Chemistry
CID000005311	8-(hydroxyamino)-8-keto-N-phenyl-caprylamide	IUPAC
CID000005311	8-(hydroxyamino)-8-oxo-N-phenyl-octanamide	IUPAC
CID000005311	ABP000147	1009
CID000005311	AC-1923	845 Hangzhou_APIChem_Technology
CID000005311	AC1L1K2K	708 845
CID000005311	AKOS015966648	AKos_Consulting_&_Solutions
CID000005311	AM20030018	956
CID000005311	ANW-43951	1046
CID000005311	BCPP000018	924
CID000005311	BRD-K81418486-001-01-2	Broad_Institute
CID000005311	BRD-K81418486-001-10-3	845 Broad_Institute
CID000005311	BRD-K81418486-001-12-9	Broad_Institute
CID000005311	BRD-K81418486-001-17-8	Broad_Institute
CID000005311	C111237	845 Comparative_Toxicogenomics_Database
CID000005311	CAS-149647-78-9	824
CID000005311	CCRIS 8456	845 ChemIDplus LeadScope NIAID
CID000005311	CHEBI:45716	845 ChEMBL
CID000005311	CHEMBL98	845 ChEMBL
CID000005311	CID5311	845 NextBio
CID000005311	CS-0589	1010
CID000005311	CTK8B4125	1096
CID000005311	D06320	845 KEGG
CID000005311	DAP001082	845
CID000005311	DB02546	845 DrugBank
CID000005311	DSSTox_CID_21133	824
CID000005311	DSSTox_GSID_41133	824
CID000005311	DSSTox_RID_79632	824
CID000005311	EC-000.2057	845
CID000005311	FT-0082592	718 845
CID000005311	H1388	TCI_(Tokyo_Chemical_Industry)
CID000005311	HMS2219L20	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000005311	HMS3264D20	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000005311	HY-10221	959
CID000005311	LS-186548	845 LeadScope
CID000005311	LS-186997	845 LeadScope
CID000005311	LS-187780	845 LeadScope
CID000005311	MK-0683	1052 845 914 Prous_Science_Drugs_of_the_Future
CID000005311	MK0683	1052 845 DrugBank NIAID
CID000005311	MLS001065855	845 MLSMR
CID000005311	Merck brand of Vorinostat	845 Comparative_Toxicogenomics_Database
CID000005311	MolPort-003-850-293	845
CID000005311	N'-hydroxy-N-phenyloctanediamide	708 845 IUPAC
CID000005311	N'-oxidanyl-N-phenyl-octanediamide	IUPAC
CID000005311	N-Hydroxy-N'-phenyl octanediamide	845 Comparative_Toxicogenomics_Database
CID000005311	N-hydroxy-n'-phenyloctanediamide	1052 845 ChemIDplus Comparative_Toxicogenomics_Database DrugBank EPA_DSSTox LeadScope TCI_(Tokyo_Chemical_Industry)
CID000005311	N-hyrdroxy-n'-phenyloctanediamide	1052 845 DrugBank NIAID
CID000005311	N1-hydroxy-N8-phenyl-octanediamide	Exchemistry
CID000005311	N1-hydroxy-N8-phenyloctanediamide	845 MLSMR
CID000005311	NCGC00168085-01	824 NCGC
CID000005311	NCGC00168085-02	824 845 NCGC
CID000005311	NCGC00168085-03	NCGC
CID000005311	NCGC00168085-04	NCGC
CID000005311	NHNPODA	845 Comparative_Toxicogenomics_Database
CID000005311	NSC-701852	845 DTP/NCI Prous_Science_Drugs_of_the_Future
CID000005311	NSC-748799	DTP/NCI
CID000005311	NSC-759852	DTP/NCI
CID000005311	NSC701852	845 DTP/NCI NIAID
CID000005311	NSC748799	DTP/NCI
CID000005311	NSC759852	DTP/NCI
CID000005311	Octanediamide, N-hydroxy-N'-phenyl-	845 ChemIDplus DTP/NCI LeadScope
CID000005311	Octanediamide, N1-hydroxy-N8-phenyl	DTP/NCI
CID000005311	Octanediamide, N1-hydroxy-N8-phenyl-	956
CID000005311	Octanedioic Acid Hydroxyamide Phenylamide	845 MMDB SMID
CID000005311	P111011	Annker_Organics
CID000005311	Pharmakon1600-01502267	DTP/NCI
CID000005311	S1047_Selleck	845 Selleck_Chemicals
CID000005311	SAHA	1010 1052 805 845 959 BindingDB ChemIDplus DTP/NCI DrugBank EPA_DSSTox LeadScope Prous_Science_Drugs_of_the_Future SMID TCI_(Tokyo_Chemical_Industry)
CID000005311	SAHA cpd	845 ChemIDplus LeadScope
CID000005311	SAHA, Suberoylanilide hydroxamic acid	845 NIAID
CID000005311	SHH	1052 845 DrugBank MMDB SMID
CID000005311	SK1390	DTP/NCI
CID000005311	SKI390	845 DTP/NCI
CID000005311	SMR000486344	845 MLSMR
CID000005311	SW-064652	845 Prous_Science_Drugs_of_the_Future
CID000005311	Suberoylanilide hydroxamic acid (SAHA)	Exchemistry
CID000005311	Suberoylanilidehydroxamic Acid	TCI_(Tokyo_Chemical_Industry)
CID000005311	Tox21_112605	824
CID000005311	Tox21_113623	824
CID000005311	UNII-58IFB293JI	845 ChemIDplus
CID000005311	Vorinostat (JAN/USAN)	845 KEGG
CID000005311	Vorinostat - SAHA	914
CID000005311	Vorinostat MSD	845 Prous_Science_Drugs_of_the_Future
CID000005311	Vorinostat [USAN]	845 LeadScope
CID000005311	Vorinostat,CAS:149647-78-9	959
CID000005311	Vorinostat,SAHA,Zolinza,MK-0683	850
CID000005311	Vorinostat-Supplied by Selleck Chemicals	Selleck_Chemicals
CID000005311	WIN64652	845 DTP/NCI
CID000005311	ZINC01543873	845 ZINC
CID000005311	Zolinza	1052 845 914 ChemIDplus Comparative_Toxicogenomics_Database DrugBank LeadScope NIAID Prous_Science_Drugs_of_the_Future
CID000005311	Zolinza (TN)	845 KEGG
CID000005311	Zolinza (TN) (Merck)	DTP/NCI
CID000005311	Zolinza, MK-0683, SAHA	845 Selleck_Chemicals
CID000005311	Zolinza; SAHA	959
CID000005311	cc-95	1061
CID000005311	nchembio.275-comp2	845
CID000005311	nchembio.313-comp1	845
CID000005311	nchembio815-comp18	845
CID000005311	suberanilohydroxamic acid	1052 845 ChemIDplus Comparative_Toxicogenomics_Database DrugBank NextBio Prous_Science_Drugs_of_the_Future
CID000005311	suberoylanilide hydroxamic acid	1046 1052 1096 824 845 ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI DrugBank EPA_DSSTox LeadScope Nature_Chemical_Biology Prous_Science_Drugs_of_the_Future
CID000005311	vorinostat	1010 1052 1061 1088 718 814 845 959 Annker_Organics ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI DrugBank EPA_DSSTox Hangzhou_APIChem_Technology LeadScope NIAID Prous_Science_Drugs_of_the_Future Selleck_Chemicals TCI_(Tokyo_Chemical_Industry)
CID044424639	CHEBI:32296	ChEBI
CID044424639	CHEBI:480999	ChEBI
CID044424639	CHEBI:53750	ChEBI
CID044424639	Vinorelbina	ChEBI
CID044424639	Vinorelbine Bitartrate	ChEBI
CID044424639	Vinorelbine Ditartarate	ChEBI
CID044424639	Vinorelbinum	ChEBI
CID000449459	(E/Z)-4-Hydroxy Tamoxifen	1052
CID000449459	(E/Z)-4-Hydroxytamoxifen	1052
CID000449459	(Z)-4-Hydroxy Tamoxifen	1052
