cellline	ID	chrom	loc.start	loc.end	num.mark	seg.mean
MCF12A	X080122_SNP6.0_MCF12A_D03	2	97533311	102621240	3195	0.1082
MCF12A	X080122_SNP6.0_MCF12A_D03	2	102622261	104646070	1230	-0.021
MCF12A	X080122_SNP6.0_MCF12A_D03	2	104647244	106028460	1082	0.1182
MCF12A	X080122_SNP6.0_MCF12A_D03	2	106028795	107977141	1307	0.0187
MCF12A	X080122_SNP6.0_MCF12A_D03	2	107978623	115289520	3655	0.1216
MCF12A	X080122_SNP6.0_MCF12A_D03	2	115291097	118048300	1677	-0.0465
MCF12A	X080122_SNP6.0_MCF12A_D03	2	118050470	124629987	4406	0.0775
MCF12A	X080122_SNP6.0_MCF12A_D03	2	124630008	126472420	1169	-0.0549
MCF12A	X080122_SNP6.0_MCF12A_D03	2	126475788	126475878	2	2.3886
MCF12A	X080122_SNP6.0_MCF12A_D03	2	126475893	126971906	282	-0.0326
MCF12A	X080122_SNP6.0_MCF12A_D03	2	126977228	132838417	3230	0.0801
MCF12A	X080122_SNP6.0_MCF12A_D03	2	132838610	134926605	1688	-0.0111
MCF12A	X080122_SNP6.0_MCF12A_D03	2	134928051	136183689	656	0.1143
MCF12A	X080122_SNP6.0_MCF12A_D03	2	136184029	136184366	2	2.4758
MCF12A	X080122_SNP6.0_MCF12A_D03	2	136189447	146580900	6707	0.054
MCF12A	X080122_SNP6.0_MCF12A_D03	2	146580914	146583405	21	0.8927
MCF12A	X080122_SNP6.0_MCF12A_D03	2	146594276	148096290	797	0.072
MCF12A	X080122_SNP6.0_MCF12A_D03	2	148096505	148097239	3	-2.0971
MCF12A	X080122_SNP6.0_MCF12A_D03	2	148097681	152981465	3142	0.0881
MCF12A	X080122_SNP6.0_MCF12A_D03	2	152982132	153191503	164	-0.2944
MCF12A	X080122_SNP6.0_MCF12A_D03	2	153194111	158363238	3001	0.0346
MCF12A	X080122_SNP6.0_MCF12A_D03	2	158370035	165770354	4476	0.1243
MCF12A	X080122_SNP6.0_MCF12A_D03	2	165771243	165774123	2	2.9386
MCF12A	X080122_SNP6.0_MCF12A_D03	2	165774253	168667399	1794	0.0455
MCF12A	X080122_SNP6.0_MCF12A_D03	2	168669509	175954617	4872	0.1475
MCF12A	X080122_SNP6.0_MCF12A_D03	2	175955547	176975423	589	0.0488
MCF12A	X080122_SNP6.0_MCF12A_D03	2	176979769	176980780	2	2.7952
MCF12A	X080122_SNP6.0_MCF12A_D03	2	176983385	178955973	1423	0.1139
MCF12A	X080122_SNP6.0_MCF12A_D03	2	178957609	180126634	696	0.0428
MCF12A	X080122_SNP6.0_MCF12A_D03	2	180126736	180127999	9	-0.9445
MCF12A	X080122_SNP6.0_MCF12A_D03	2	180128689	180129743	11	-1.9095
MCF12A	X080122_SNP6.0_MCF12A_D03	2	180129758	180130383	7	-0.8669
MCF12A	X080122_SNP6.0_MCF12A_D03	2	180133889	188381971	5041	0.0938
MCF12A	X080122_SNP6.0_MCF12A_D03	2	188385020	188389104	2	2.6394
MCF12A	X080122_SNP6.0_MCF12A_D03	2	188389865	193146510	2904	0.1136
MCF12A	X080122_SNP6.0_MCF12A_D03	2	193147088	195709564	1314	-0.0034
MCF12A	X080122_SNP6.0_MCF12A_D03	2	195709635	202331253	3912	0.0953
MCF12A	X080122_SNP6.0_MCF12A_D03	2	202331310	205372981	1774	-0.3646
MCF12A	X080122_SNP6.0_MCF12A_D03	2	205377413	205581129	155	-1.2373
MCF12A	X080122_SNP6.0_MCF12A_D03	2	205581924	209236611	2468	-0.3553
MCF12A	X080122_SNP6.0_MCF12A_D03	2	209237159	211034164	1019	-0.4459
MCF12A	X080122_SNP6.0_MCF12A_D03	2	211036146	211094909	42	-1.2146
MCF12A	X080122_SNP6.0_MCF12A_D03	2	211095072	214749593	2455	-0.4529
MCF12A	X080122_SNP6.0_MCF12A_D03	2	214751727	221433082	4445	-0.342
MCF12A	X080122_SNP6.0_MCF12A_D03	2	221433490	222518457	756	-0.4853
MCF12A	X080122_SNP6.0_MCF12A_D03	2	222519829	225173359	1847	-0.3183
MCF12A	X080122_SNP6.0_MCF12A_D03	2	225174629	226196433	698	-0.4584
MCF12A	X080122_SNP6.0_MCF12A_D03	2	226196756	228127101	1242	-0.3302
MCF12A	X080122_SNP6.0_MCF12A_D03	2	228127201	228188974	47	-0.8549
MCF12A	X080122_SNP6.0_MCF12A_D03	2	228189560	234327002	3779	-0.3323
MCF12A	X080122_SNP6.0_MCF12A_D03	2	234327782	234327784	2	-5.3227
MCF12A	X080122_SNP6.0_MCF12A_D03	2	234329504	242738130	5551	-0.3384
MCF12A	X080122_SNP6.0_MCF12A_D03	3	35346	391943	347	-0.601
MCF12A	X080122_SNP6.0_MCF12A_D03	3	393158	393585	2	1.9281
MCF12A	X080122_SNP6.0_MCF12A_D03	3	394143	3592016	2957	-0.5367
MCF12A	X080122_SNP6.0_MCF12A_D03	3	3592130	5782233	1936	-0.3875
MCF12A	X080122_SNP6.0_MCF12A_D03	3	5782629	6618607	776	-0.4759
MCF12A	X080122_SNP6.0_MCF12A_D03	3	6620601	6627592	18	-1.3692
MCF12A	X080122_SNP6.0_MCF12A_D03	3	6627677	7884055	1187	-0.5264
MCF12A	X080122_SNP6.0_MCF12A_D03	3	7885177	16214067	6088	-0.3125
MCF12A	X080122_SNP6.0_MCF12A_D03	3	16215648	16216184	4	-3.6454
MCF12A	X080122_SNP6.0_MCF12A_D03	3	16216330	17506621	863	-0.4294
MCF12A	X080122_SNP6.0_MCF12A_D03	3	17515605	17518207	2	2.2691
MCF12A	X080122_SNP6.0_MCF12A_D03	3	17519018	22698999	3475	-0.4733
MCF12A	X080122_SNP6.0_MCF12A_D03	3	22699154	24979373	1551	-0.3486
MCF12A	X080122_SNP6.0_MCF12A_D03	3	24979490	26999951	1694	-0.4492
MCF12A	X080122_SNP6.0_MCF12A_D03	3	26999981	34564837	5152	-0.3232
MCF12A	X080122_SNP6.0_MCF12A_D03	3	34573594	35266322	436	-0.5454
MCF12A	X080122_SNP6.0_MCF12A_D03	3	35269567	35270378	2	-3.2898
MCF12A	X080122_SNP6.0_MCF12A_D03	3	35273362	36132197	628	-0.4859
MCF12A	X080122_SNP6.0_MCF12A_D03	3	36132583	46026718	6444	-0.3299
MCF12A	X080122_SNP6.0_MCF12A_D03	3	46026748	46030714	4	-2.0849
MCF12A	X080122_SNP6.0_MCF12A_D03	3	46033243	53972049	3760	-0.3093
MCF12A	X080122_SNP6.0_MCF12A_D03	3	53972317	56198757	1841	-0.508
MCF12A	X080122_SNP6.0_MCF12A_D03	3	56199250	60513370	3190	-0.3287
MCF12A	X080122_SNP6.0_MCF12A_D03	3	60515130	60611462	106	-1.1904
MCF12A	X080122_SNP6.0_MCF12A_D03	3	60612523	62887877	2046	-0.3444
MCF12A	X080122_SNP6.0_MCF12A_D03	3	62896789	62896975	2	-3.3701
MCF12A	X080122_SNP6.0_MCF12A_D03	3	62897980	63371837	374	-0.3773
MCF12A	X080122_SNP6.0_MCF12A_D03	3	63372639	63375278	3	1.4578
MCF12A	X080122_SNP6.0_MCF12A_D03	3	63376514	66853921	2764	-0.35
MCF12A	X080122_SNP6.0_MCF12A_D03	3	66856255	68798589	1390	-0.4568
MCF12A	X080122_SNP6.0_MCF12A_D03	3	68801578	73388499	3503	-0.3492
MCF12A	X080122_SNP6.0_MCF12A_D03	3	73388756	77529431	2686	-0.5018
MCF12A	X080122_SNP6.0_MCF12A_D03	3	77529970	77531185	3	-3.4068
MCF12A	X080122_SNP6.0_MCF12A_D03	3	77536734	90568653	7204	-0.4225
MCF12A	X080122_SNP6.0_MCF12A_D03	3	90585553	100054600	2700	0.4079
MCF12A	X080122_SNP6.0_MCF12A_D03	3	100066849	100431747	248	0.6232
MCF12A	X080122_SNP6.0_MCF12A_D03	3	100431760	115315108	9175	0.4192
MCF12A	X080122_SNP6.0_MCF12A_D03	3	115315267	120522779	3512	0.3123
MCF12A	X080122_SNP6.0_MCF12A_D03	3	120525701	140897812	12446	0.4103
MCF12A	X080122_SNP6.0_MCF12A_D03	3	140901588	141974929	935	0.2911
MCF12A	X080122_SNP6.0_MCF12A_D03	3	141975384	144840236	1767	0.4515
MCF12A	X080122_SNP6.0_MCF12A_D03	3	144850135	146463518	1037	0.3385
MCF12A	X080122_SNP6.0_MCF12A_D03	3	146463536	146468444	3	-1.9318
MCF12A	X080122_SNP6.0_MCF12A_D03	3	146468529	164015645	11058	0.4209
MCF12A	X080122_SNP6.0_MCF12A_D03	3	164017425	164019278	2	-2.7444
MCF12A	X080122_SNP6.0_MCF12A_D03	3	164019518	164198445	128	0.4958
MCF12A	X080122_SNP6.0_MCF12A_D03	3	164200422	164208854	3	-1.6363
MCF12A	X080122_SNP6.0_MCF12A_D03	3	164209126	165514923	761	0.4119
MCF12A	X080122_SNP6.0_MCF12A_D03	3	165516117	165519536	2	3.1003
MCF12A	X080122_SNP6.0_MCF12A_D03	3	165521211	174790301	5679	0.4261
MCF12A	X080122_SNP6.0_MCF12A_D03	3	174790517	176561213	1274	0.3066
MCF12A	X080122_SNP6.0_MCF12A_D03	3	176563287	176564020	7	-1.0225
MCF12A	X080122_SNP6.0_MCF12A_D03	3	176569483	177819442	827	0.2977
MCF12A	X080122_SNP6.0_MCF12A_D03	3	177819991	183876835	3631	0.3941
MCF12A	X080122_SNP6.0_MCF12A_D03	3	183878071	183878563	2	2.7714
MCF12A	X080122_SNP6.0_MCF12A_D03	3	183880547	185572513	949	0.4112
MCF12A	X080122_SNP6.0_MCF12A_D03	3	185572960	192757952	5219	0.4662
MCF12A	X080122_SNP6.0_MCF12A_D03	3	192758162	194357873	1164	0.3706
MCF12A	X080122_SNP6.0_MCF12A_D03	3	194360597	194365598	15	-1.4566
MCF12A	X080122_SNP6.0_MCF12A_D03	3	194369130	196766954	1524	0.4396
MCF12A	X080122_SNP6.0_MCF12A_D03	3	196767188	196947655	49	-0.1848
MCF12A	X080122_SNP6.0_MCF12A_D03	3	196947987	197758288	376	0.4154
MCF12A	X080122_SNP6.0_MCF12A_D03	3	197759362	197759876	2	-1.9529
MCF12A	X080122_SNP6.0_MCF12A_D03	3	197762763	199380516	836	0.4522
MCF12A	X080122_SNP6.0_MCF12A_D03	4	2282	58911	70	0.0983
MCF12A	X080122_SNP6.0_MCF12A_D03	4	59521	9819488	5997	-0.3113
MCF12A	X080122_SNP6.0_MCF12A_D03	4	9823258	9840597	29	1.8701
MCF12A	X080122_SNP6.0_MCF12A_D03	4	9843313	10007710	183	-0.3992
MCF12A	X080122_SNP6.0_MCF12A_D03	4	10007836	10009767	11	-1.3768
MCF12A	X080122_SNP6.0_MCF12A_D03	4	10011817	14035142	3301	-0.4458
MCF12A	X080122_SNP6.0_MCF12A_D03	4	14035319	16229946	1671	-0.3121
MCF12A	X080122_SNP6.0_MCF12A_D03	4	16230487	34455450	12204	-0.4106
MCF12A	X080122_SNP6.0_MCF12A_D03	4	34462896	34501121	40	0.273
MCF12A	X080122_SNP6.0_MCF12A_D03	4	34506268	37401010	2072	-0.4239
MCF12A	X080122_SNP6.0_MCF12A_D03	4	37403393	41791132	2863	-0.3272
MCF12A	X080122_SNP6.0_MCF12A_D03	4	41795715	52935820	4594	-0.4399
MCF12A	X080122_SNP6.0_MCF12A_D03	4	52936064	58101433	3639	-0.3288
MCF12A	X080122_SNP6.0_MCF12A_D03	4	58101572	64380126	3790	-0.3985
MCF12A	X080122_SNP6.0_MCF12A_D03	4	64380424	64387752	3	-2.9266
MCF12A	X080122_SNP6.0_MCF12A_D03	4	64387759	69057551	2975	-0.3832
MCF12A	X080122_SNP6.0_MCF12A_D03	4	69057756	69171931	66	0.0938
MCF12A	X080122_SNP6.0_MCF12A_D03	4	69187711	70162242	344	-0.3526
MCF12A	X080122_SNP6.0_MCF12A_D03	4	70163002	70266389	55	-1.1968
MCF12A	X080122_SNP6.0_MCF12A_D03	4	70266612	70985773	469	-0.4482
MCF12A	X080122_SNP6.0_MCF12A_D03	4	70985914	70986107	2	-3.0116
MCF12A	X080122_SNP6.0_MCF12A_D03	4	70986395	74150821	1820	-0.4286
MCF12A	X080122_SNP6.0_MCF12A_D03	4	74154773	79175137	3309	-0.2734
MCF12A	X080122_SNP6.0_MCF12A_D03	4	79175453	87195416	5103	-0.3875
MCF12A	X080122_SNP6.0_MCF12A_D03	4	87195469	87195484	2	-6.1903
MCF12A	X080122_SNP6.0_MCF12A_D03	4	87195554	90383735	2023	-0.311
MCF12A	X080122_SNP6.0_MCF12A_D03	4	90386804	90386804	2	-3.5041
MCF12A	X080122_SNP6.0_MCF12A_D03	4	90387848	91220960	516	-0.3264
MCF12A	X080122_SNP6.0_MCF12A_D03	4	91227537	91278635	24	-0.5075
MCF12A	X080122_SNP6.0_MCF12A_D03	4	91281516	91282726	2	-3.2057
MCF12A	X080122_SNP6.0_MCF12A_D03	4	91283211	94674120	1883	-0.4513
MCF12A	X080122_SNP6.0_MCF12A_D03	4	94675070	104523244	6056	-0.3474
MCF12A	X080122_SNP6.0_MCF12A_D03	4	104528229	112779226	5001	-0.4318
MCF12A	X080122_SNP6.0_MCF12A_D03	4	112779271	115810259	2024	-0.3459
MCF12A	X080122_SNP6.0_MCF12A_D03	4	115813606	118104703	1408	-0.4768
MCF12A	X080122_SNP6.0_MCF12A_D03	4	118105008	118106334	2	-3.066
MCF12A	X080122_SNP6.0_MCF12A_D03	4	118107154	119344822	779	-0.4275
MCF12A	X080122_SNP6.0_MCF12A_D03	4	119350463	133984492	8659	-0.324
MCF12A	X080122_SNP6.0_MCF12A_D03	4	133984616	133984797	2	-4.8183
MCF12A	X080122_SNP6.0_MCF12A_D03	4	133987652	139330099	3158	-0.3808
MCF12A	X080122_SNP6.0_MCF12A_D03	4	139333979	139336234	2	3.0618
MCF12A	X080122_SNP6.0_MCF12A_D03	4	139336462	140807435	1047	-0.2978
MCF12A	X080122_SNP6.0_MCF12A_D03	4	140808509	140812091	2	-4.813
MCF12A	X080122_SNP6.0_MCF12A_D03	4	140812714	142409808	1135	-0.3308
MCF12A	X080122_SNP6.0_MCF12A_D03	4	142410002	142417021	2	-3.2688
MCF12A	X080122_SNP6.0_MCF12A_D03	4	142417367	155782401	8001	-0.3674
MCF12A	X080122_SNP6.0_MCF12A_D03	4	155782956	157112456	977	-0.4765
MCF12A	X080122_SNP6.0_MCF12A_D03	4	157112605	158430049	861	-0.3066
MCF12A	X080122_SNP6.0_MCF12A_D03	4	158430322	158437224	3	1.7102
MCF12A	X080122_SNP6.0_MCF12A_D03	4	158437453	162093375	2328	-0.3723
MCF12A	X080122_SNP6.0_MCF12A_D03	4	162093391	162093451	2	2.2962
MCF12A	X080122_SNP6.0_MCF12A_D03	4	162099469	172613819	6895	-0.3664
MCF12A	X080122_SNP6.0_MCF12A_D03	4	172613833	172614509	9	1.3479
MCF12A	X080122_SNP6.0_MCF12A_D03	4	172616947	177072993	2632	-0.3873
MCF12A	X080122_SNP6.0_MCF12A_D03	4	177073252	177073373	2	-2.8533
MCF12A	X080122_SNP6.0_MCF12A_D03	4	177074178	179588531	1746	-0.3312
MCF12A	X080122_SNP6.0_MCF12A_D03	4	179589049	179590099	3	1.9877
MCF12A	X080122_SNP6.0_MCF12A_D03	4	179590296	181872787	1707	-0.434
MCF12A	X080122_SNP6.0_MCF12A_D03	4	181873074	181874692	2	-3.1709
MCF12A	X080122_SNP6.0_MCF12A_D03	4	181874716	191261905	6769	-0.3814
MCF12A	X080122_SNP6.0_MCF12A_D03	5	68533	2144631	1163	0.1333
MCF12A	X080122_SNP6.0_MCF12A_D03	5	2148234	8652128	5960	0.027
MCF12A	X080122_SNP6.0_MCF12A_D03	5	8652225	44268887	23618	0.1279
MCF12A	X080122_SNP6.0_MCF12A_D03	5	44269535	51529692	1869	0.0495
MCF12A	X080122_SNP6.0_MCF12A_D03	5	51529939	54265172	2038	0.1708
MCF12A	X080122_SNP6.0_MCF12A_D03	5	54266766	54269390	2	2.3465
MCF12A	X080122_SNP6.0_MCF12A_D03	5	54269948	57357403	2106	0.1227
MCF12A	X080122_SNP6.0_MCF12A_D03	5	57361785	57369291	32	2.7612
MCF12A	X080122_SNP6.0_MCF12A_D03	5	57374114	62061569	3139	0.1212
MCF12A	X080122_SNP6.0_MCF12A_D03	5	62062261	64203930	1254	0.0188
MCF12A	X080122_SNP6.0_MCF12A_D03	5	64205660	83248759	11306	0.1253
MCF12A	X080122_SNP6.0_MCF12A_D03	5	83248829	85550444	1307	-0.0121
MCF12A	X080122_SNP6.0_MCF12A_D03	5	85550574	87301018	911	0.0999
MCF12A	X080122_SNP6.0_MCF12A_D03	5	87302184	89717047	1294	-0.0402
MCF12A	X080122_SNP6.0_MCF12A_D03	5	89722154	90785812	641	0.1256
MCF12A	X080122_SNP6.0_MCF12A_D03	5	90791961	90792387	3	2.246
MCF12A	X080122_SNP6.0_MCF12A_D03	5	90793089	103879121	7556	0.0842
MCF12A	X080122_SNP6.0_MCF12A_D03	5	103888448	103888504	2	-3.1245
MCF12A	X080122_SNP6.0_MCF12A_D03	5	103888949	106255427	1432	0.1172
MCF12A	X080122_SNP6.0_MCF12A_D03	5	106257573	106261017	20	-0.9353
MCF12A	X080122_SNP6.0_MCF12A_D03	5	106268476	115671955	6813	0.1011
MCF12A	X080122_SNP6.0_MCF12A_D03	5	115672062	118125040	1863	-0.0105
MCF12A	X080122_SNP6.0_MCF12A_D03	5	118125333	130515856	7903	0.072
MCF12A	X080122_SNP6.0_MCF12A_D03	5	130522677	146396823	9824	0.1129
MCF12A	X080122_SNP6.0_MCF12A_D03	5	146400370	147265831	601	-0.0273
MCF12A	X080122_SNP6.0_MCF12A_D03	5	147266206	151563005	3102	0.1442
MCF12A	X080122_SNP6.0_MCF12A_D03	5	151563022	153318241	1232	0.0178
MCF12A	X080122_SNP6.0_MCF12A_D03	5	153318503	154557197	794	0.1302
MCF12A	X080122_SNP6.0_MCF12A_D03	5	154557485	155407683	647	0.0011
MCF12A	X080122_SNP6.0_MCF12A_D03	5	155407684	155427829	16	-0.7773
MCF12A	X080122_SNP6.0_MCF12A_D03	5	155427832	155656288	157	-0.0482
MCF12A	X080122_SNP6.0_MCF12A_D03	5	155659257	155718667	51	-0.5837
MCF12A	X080122_SNP6.0_MCF12A_D03	5	155718870	156251907	372	-0.0489
MCF12A	X080122_SNP6.0_MCF12A_D03	5	156254342	159901209	2545	0.0796
MCF12A	X080122_SNP6.0_MCF12A_D03	5	159901960	161605782	1150	-0.0176
MCF12A	X080122_SNP6.0_MCF12A_D03	5	161605798	161605822	2	-2.5945
MCF12A	X080122_SNP6.0_MCF12A_D03	5	161607023	166570018	3302	0.0185
MCF12A	X080122_SNP6.0_MCF12A_D03	5	166572579	166577851	2	4.7278
MCF12A	X080122_SNP6.0_MCF12A_D03	5	166578001	168530765	1613	0.1153
MCF12A	X080122_SNP6.0_MCF12A_D03	5	168533070	170171690	1426	8e-04
MCF12A	X080122_SNP6.0_MCF12A_D03	5	170172099	173306401	2215	0.1283
MCF12A	X080122_SNP6.0_MCF12A_D03	5	173307515	174763938	1202	0.0204
MCF12A	X080122_SNP6.0_MCF12A_D03	5	174764302	175396048	376	0.0968
MCF12A	X080122_SNP6.0_MCF12A_D03	5	175398296	175402114	2	-2.42
MCF12A	X080122_SNP6.0_MCF12A_D03	5	175402931	177074687	743	0.1474
MCF12A	X080122_SNP6.0_MCF12A_D03	5	177076540	177187572	10	-0.9666
MCF12A	X080122_SNP6.0_MCF12A_D03	5	177192022	180722927	2066	0.1124
MCF12A	X080122_SNP6.0_MCF12A_D03	6	94662	117096	14	-0.3495
MCF12A	X080122_SNP6.0_MCF12A_D03	6	119097	10132067	8227	0.0952
MCF12A	X080122_SNP6.0_MCF12A_D03	6	10138060	10140080	2	-2.6202
MCF12A	X080122_SNP6.0_MCF12A_D03	6	10144756	17590128	5782	0.0731
MCF12A	X080122_SNP6.0_MCF12A_D03	6	17592271	19041372	1103	0.1824
MCF12A	X080122_SNP6.0_MCF12A_D03	6	19041398	19738176	546	0.0431
MCF12A	X080122_SNP6.0_MCF12A_D03	6	19738298	19743764	4	-1.8218
MCF12A	X080122_SNP6.0_MCF12A_D03	6	19744413	29952014	6694	0.0525
MCF12A	X080122_SNP6.0_MCF12A_D03	6	29952352	29957105	5	-2.1642
MCF12A	X080122_SNP6.0_MCF12A_D03	6	29957247	32557501	1287	0.0989
MCF12A	X080122_SNP6.0_MCF12A_D03	6	32560780	32678025	28	-0.9291
MCF12A	X080122_SNP6.0_MCF12A_D03	6	32681750	32732283	35	-0.0411
MCF12A	X080122_SNP6.0_MCF12A_D03	6	32732570	32734597	5	-2.4464
MCF12A	X080122_SNP6.0_MCF12A_D03	6	32743274	37759175	3106	0.1348
MCF12A	X080122_SNP6.0_MCF12A_D03	6	37759686	37759956	2	2.2347
MCF12A	X080122_SNP6.0_MCF12A_D03	6	37760164	39401876	1213	0.1005
MCF12A	X080122_SNP6.0_MCF12A_D03	6	39401907	40740958	1091	-0.0066
MCF12A	X080122_SNP6.0_MCF12A_D03	6	40741494	50090443	5908	0.1305
MCF12A	X080122_SNP6.0_MCF12A_D03	6	50093782	52794286	1848	0.0048
MCF12A	X080122_SNP6.0_MCF12A_D03	6	52794890	54039044	956	0.1319
MCF12A	X080122_SNP6.0_MCF12A_D03	6	54039111	54039815	7	3.6063
MCF12A	X080122_SNP6.0_MCF12A_D03	6	54043308	57371648	2032	0.1751
MCF12A	X080122_SNP6.0_MCF12A_D03	6	57373208	58121452	311	0.0201
MCF12A	X080122_SNP6.0_MCF12A_D03	6	58122202	58123014	3	1.9069
MCF12A	X080122_SNP6.0_MCF12A_D03	6	58123040	63782163	1241	0.0436
MCF12A	X080122_SNP6.0_MCF12A_D03	6	63786028	63786485	2	-2.3657
MCF12A	X080122_SNP6.0_MCF12A_D03	6	63786930	65393664	865	0.0957
MCF12A	X080122_SNP6.0_MCF12A_D03	6	65404266	65405714	2	-3.4806
MCF12A	X080122_SNP6.0_MCF12A_D03	6	65407497	65666880	174	0.0625
MCF12A	X080122_SNP6.0_MCF12A_D03	6	65668234	65668650	2	2.6783
MCF12A	X080122_SNP6.0_MCF12A_D03	6	65669593	69025884	2451	0.0631
MCF12A	X080122_SNP6.0_MCF12A_D03	6	69028080	70905263	1169	-0.0342
MCF12A	X080122_SNP6.0_MCF12A_D03	6	70905434	74548935	2418	0.1047
MCF12A	X080122_SNP6.0_MCF12A_D03	6	74551925	74558707	4	2.0482
MCF12A	X080122_SNP6.0_MCF12A_D03	6	74558931	75590233	733	0.1378
MCF12A	X080122_SNP6.0_MCF12A_D03	6	75590901	75590902	2	2.5072
MCF12A	X080122_SNP6.0_MCF12A_D03	6	75591117	78222839	1664	0.1023
MCF12A	X080122_SNP6.0_MCF12A_D03	6	78223050	79019609	542	-0.2965
MCF12A	X080122_SNP6.0_MCF12A_D03	6	79025785	79091905	115	0.3132
MCF12A	X080122_SNP6.0_MCF12A_D03	6	79095953	89004386	6333	-0.2945
MCF12A	X080122_SNP6.0_MCF12A_D03	6	89011101	89011129	2	-2.9254
MCF12A	X080122_SNP6.0_MCF12A_D03	6	89011313	91640717	1773	-0.3104
MCF12A	X080122_SNP6.0_MCF12A_D03	6	91641653	99408232	4916	-0.4255
MCF12A	X080122_SNP6.0_MCF12A_D03	6	99408332	99453006	34	-0.3183
MCF12A	X080122_SNP6.0_MCF12A_D03	6	99459059	99459112	2	3.19
MCF12A	X080122_SNP6.0_MCF12A_D03	6	99459445	102110553	1709	-0.3067
MCF12A	X080122_SNP6.0_MCF12A_D03	6	102110874	102111036	2	2.5209
MCF12A	X080122_SNP6.0_MCF12A_D03	6	102111234	114538154	8116	-0.3034
MCF12A	X080122_SNP6.0_MCF12A_D03	6	114540954	116158620	834	-0.4605
MCF12A	X080122_SNP6.0_MCF12A_D03	6	116159045	161083251	30115	-0.3249
MCF12A	X080122_SNP6.0_MCF12A_D03	6	161086078	161086380	2	2.219
MCF12A	X080122_SNP6.0_MCF12A_D03	6	161091789	162264007	966	-0.3334
MCF12A	X080122_SNP6.0_MCF12A_D03	6	162264702	168829384	5054	-0.4165
MCF12A	X080122_SNP6.0_MCF12A_D03	6	168831656	169575434	688	-0.266
MCF12A	X080122_SNP6.0_MCF12A_D03	6	169578608	169584375	2	-2.3813
MCF12A	X080122_SNP6.0_MCF12A_D03	6	169585397	170892931	672	-0.2934
MCF12A	X080122_SNP6.0_MCF12A_D03	7	52912	3355617	1488	0.4306
MCF12A	X080122_SNP6.0_MCF12A_D03	7	3361606	3361853	4	-1.9281
MCF12A	X080122_SNP6.0_MCF12A_D03	7	3365287	4065361	640	0.333
MCF12A	X080122_SNP6.0_MCF12A_D03	7	4065790	4069874	3	1.8758
MCF12A	X080122_SNP6.0_MCF12A_D03	7	4072724	4363271	246	0.3328
MCF12A	X080122_SNP6.0_MCF12A_D03	7	4365337	7766764	1948	0.4418
MCF12A	X080122_SNP6.0_MCF12A_D03	7	7768209	12524782	4040	0.3544
MCF12A	X080122_SNP6.0_MCF12A_D03	7	12532531	12532726	3	2.3821
MCF12A	X080122_SNP6.0_MCF12A_D03	7	12536902	16044937	2904	0.3948
MCF12A	X080122_SNP6.0_MCF12A_D03	7	16045937	16046936	2	-2.6561
MCF12A	X080122_SNP6.0_MCF12A_D03	7	16048010	16178579	81	0.338
MCF12A	X080122_SNP6.0_MCF12A_D03	7	16178614	19049099	2410	0.4871
MCF12A	X080122_SNP6.0_MCF12A_D03	7	19054145	22401306	2767	0.4072
MCF12A	X080122_SNP6.0_MCF12A_D03	7	22401998	22403013	2	-4.7533
MCF12A	X080122_SNP6.0_MCF12A_D03	7	22405279	36757432	10456	0.4302
MCF12A	X080122_SNP6.0_MCF12A_D03	7	36757936	38750276	1629	0.2855
MCF12A	X080122_SNP6.0_MCF12A_D03	7	38750538	48671608	6642	0.4456
MCF12A	X080122_SNP6.0_MCF12A_D03	7	48672955	50090048	988	0.3297
MCF12A	X080122_SNP6.0_MCF12A_D03	7	50090655	51897517	1407	0.4309
MCF12A	X080122_SNP6.0_MCF12A_D03	7	51899205	53721630	1420	0.3319
MCF12A	X080122_SNP6.0_MCF12A_D03	7	53721992	54347868	464	0.4318
MCF12A	X080122_SNP6.0_MCF12A_D03	7	54354000	54354005	3	-3.0939
MCF12A	X080122_SNP6.0_MCF12A_D03	7	54354009	56748863	1617	0.4644
MCF12A	X080122_SNP6.0_MCF12A_D03	7	56749802	61761510	622	0.1987
MCF12A	X080122_SNP6.0_MCF12A_D03	7	61793774	61799710	16	-0.5894
MCF12A	X080122_SNP6.0_MCF12A_D03	7	61818546	62007270	35	0.157
MCF12A	X080122_SNP6.0_MCF12A_D03	7	62017978	62022713	2	-1.5144
MCF12A	X080122_SNP6.0_MCF12A_D03	7	62022776	63352232	471	0.2573
MCF12A	X080122_SNP6.0_MCF12A_D03	7	63355855	63389718	38	-0.5383
MCF12A	X080122_SNP6.0_MCF12A_D03	7	63393541	64206288	421	0.3476
MCF12A	X080122_SNP6.0_MCF12A_D03	7	64231501	64274564	7	-1.4273
MCF12A	X080122_SNP6.0_MCF12A_D03	7	64275593	66544365	897	0.3648
MCF12A	X080122_SNP6.0_MCF12A_D03	7	66548704	70058375	2354	0.2478
MCF12A	X080122_SNP6.0_MCF12A_D03	7	70058926	70064078	3	2.7875
MCF12A	X080122_SNP6.0_MCF12A_D03	7	70066179	71541981	1036	0.2754
MCF12A	X080122_SNP6.0_MCF12A_D03	7	71542285	76725125	1581	0.3995
MCF12A	X080122_SNP6.0_MCF12A_D03	7	76728284	76728407	2	2.4276
MCF12A	X080122_SNP6.0_MCF12A_D03	7	76729421	78188530	1094	0.3948
MCF12A	X080122_SNP6.0_MCF12A_D03	7	78191613	78268162	57	0.0032
